Gene,2.5nM_DFB_A,2.5nM_DFB_B,2.5nM_Fe_A,2.5nM_Fe_B
Ga0401699_0110711_24_2615,50.08601111,58.24406635,41.48757266,11.17893371
Ga0401699_0110778_140_2524,59.42408098,25.88625171,2.145908931,0
Ga0401699_0110803_43_2190,43.29468757,50.6939096,2.861211908,12.89876966
Ga0401699_0111225_763_2574,56.87733466,108.9379759,3.576514884,6.019425843
Ga0401699_0112162_20_2677,66.21540452,51.77250342,0.715302977,0
Ga0401699_0112796_296_2626,27.16529416,24.80765789,0.715302977,0
Ga0401699_0112946_77_2599,55.17950377,29.12203317,0,0
Ga0401699_0114247_132_2672,33.9566177,28.04343935,0,0
Ga0401699_0114997_13_2664,8.489154426,11.86453203,0,0
Ga0401699_0115067_211_2490,46.69034934,30.20062699,2.861211908,1.719835955
Ga0401699_0115389_81_2660,9.338069869,5.392969106,0,0
Ga0401699_0115442_15_2660,15.28047797,28.04343935,2.145908931,0
Ga0401699_0115637_70_2538,7.640238984,20.4932826,48.64060243,86.85171574
Ga0401699_0117153_16_2502,81.49588249,51.77250342,5.007120838,4.299589888
Ga0401699_0117416_67_2391,23.76963239,8.62875057,0,0
Ga0401699_0118158_193_1131,30.56095593,30.20062699,7.153029769,9.459097753
Ga0401699_0118513_39_2420,0.848915443,5.392969106,61.51605601,168.5439236
Ga0401699_0118698_27_2522,20.37397062,20.4932826,5.007120838,7.739261798
Ga0401699_0118736_224_2395,8.489154426,14.02171968,2.145908931,0
Ga0401699_0119059_367_2565,16.97830885,16.17890732,0,0
Ga0401699_0119342_82_1638,33.9566177,25.88625171,54.36302624,92.87114158
Ga0401699_0119477_56_2416,39.05011036,37.75078374,2.145908931,0.859917978
Ga0401699_0119579_422_2620,11.8848162,10.78593821,2.861211908,0.859917978
Ga0401699_0119788_700_2124,105.2655149,77.65875513,25.03560419,24.93762135
Ga0401699_0120448_899_2422,24.61854784,24.80765789,6.437726792,1.719835955
Ga0401699_0120607_172_2541,8.489154426,7.550156749,0,0
Ga0401699_0121410_521_2533,45.8414339,86.2875057,7.868332746,6.879343821
Ga0401699_0121445_41_2602,7.640238984,4.314375285,0,0
Ga0401699_0121703_7_2601,48.38818023,46.37953431,7.153029769,6.879343821
Ga0401699_0122130_2077_2598,284.3866733,388.2937756,27.18151312,57.6145045
Ga0401699_0122360_1371_2210,237.6963239,121.8811018,56.50893517,48.15540674
Ga0401699_0122740_68_2440,9.338069869,9.707344391,0,0
Ga0401699_0123629_1413_2225,48.38818023,45.30094049,2.861211908,5.159507865
Ga0401699_0123629_592_1347,29.71204049,42.06515903,7.153029769,4.299589888
Ga0401699_0123683_347_2482,11.8848162,9.707344391,0,0
Ga0401699_0123790_2_2446,5.093492656,2.157187642,0,0
Ga0401699_0124784_7_1404,345.5085851,620.1914472,971.3814426,933.0110057
Ga0401699_0124974_116_2410,36.50336403,22.65047025,1.430605954,0.859917978
Ga0401699_0126128_52_2559,95.92744502,155.3175103,33.61923991,36.11655506
Ga0401699_0126223_185_2560,5.093492656,8.62875057,0,0
Ga0401699_0126426_38_2557,39.8990258,142.3743844,1.430605954,0
Ga0401699_0126471_3_1841,0,0,0,0
Ga0401699_0126672_132_401,160.4450187,171.4964176,2.145908931,1.719835955
Ga0401699_0126672_2152_2475,206.2864526,140.2171968,0,1.719835955
Ga0401699_0126841_94_870,20.37397062,25.88625171,2.145908931,10.31901573
Ga0401699_0127167_39_2552,9.338069869,2.157187642,0,0
Ga0401699_0127611_486_2513,65.36648908,38.82937756,2.861211908,0
Ga0401699_0127635_20_2548,0,0,0,0
Ga0401699_0127674_2_1585,432.0979603,472.4240937,6.437726792,6.019425843
Ga0401699_0128681_33_2537,16.12939341,23.72906407,5.722423815,7.739261798
Ga0401699_0128690_53_2482,22.92071695,19.41468878,0,0
Ga0401699_0128698_3_344,35.65444859,49.61531578,1.430605954,2.579753933
Ga0401699_0128798_2_2536,19.52505518,18.33609496,7.868332746,0.859917978
Ga0401699_0129009_77_2500,2.546746328,3.235781464,0,0
Ga0401699_0129253_120_2501,10.18698531,23.72906407,0,1.719835955
Ga0401699_0130514_149_2455,56.02841921,61.47984781,0,0
Ga0401699_0130904_1807_2391,28.86312505,35.5935961,0,0
Ga0401699_0130929_2_2350,6.791323541,7.550156749,0,0
Ga0401699_0131266_4_1758,41.59685669,70.10859838,404.8614849,564.9661113
Ga0401699_0131900_503_2479,20.37397062,8.62875057,0,0
Ga0401699_0132362_16_2508,26.31637872,11.86453203,0,0
Ga0401699_0132654_87_2504,28.86312505,28.04343935,0,2.579753933
Ga0401699_0132668_1612_1845,6.791323541,1.078593821,46.4946935,41.27606292
Ga0401699_0132668_1846_2211,21.22288607,14.02171968,92.27408402,136.7269584
Ga0401699_0132668_457_900,8.489154426,31.27922082,105.8648406,140.1666303
Ga0401699_0132668_885_1601,22.92071695,8.62875057,190.9858948,193.481545
Ga0401699_0132801_3_2504,41.59685669,34.51500228,2.861211908,2.579753933
Ga0401699_0132983_145_2391,25.46746328,26.96484553,47.92529945,73.95294607
Ga0401699_0133379_273_2468,5.942408098,19.41468878,2.861211908,0
Ga0401699_0133449_129_2498,28.86312505,21.57187642,1.430605954,0
Ga0401699_0133523_1_2496,43.29468757,74.42297367,9.2989387,10.31901573
Ga0401699_0133598_190_1866,30.56095593,33.43640846,1.430605954,0.859917978
Ga0401699_0133943_116_2188,20.37397062,48.53672196,115.1637793,176.2831854
Ga0401699_0134121_288_2459,24.61854784,39.90797139,1.430605954,4.299589888
Ga0401699_0134809_391_2397,23.76963239,28.04343935,1.430605954,0.859917978
Ga0401699_0135032_1297_2076,64.51757364,40.98656521,6.437726792,3.43967191
Ga0401699_0135139_196_2334,2.546746328,5.392969106,2.145908931,0
Ga0401699_0136133_195_2258,6.791323541,8.62875057,0.715302977,2.579753933
Ga0401699_0136881_1649_2407,134.1286399,224.3475148,236.0499824,246.7964596
Ga0401699_0136881_48_1559,224.9625923,405.5512768,375.5340629,478.9743135
Ga0401699_0137184_331_2433,55.17950377,40.98656521,0,0
Ga0401699_0137235_193_2265,9.338069869,22.65047025,0,0.859917978
Ga0401699_0137362_46_2226,61.97082731,65.7942231,5.007120838,10.31901573
Ga0401699_0137373_40_2466,360.7890631,432.5161223,259.6549806,260.5551472
Ga0401699_0137512_417_2303,56.02841921,17.25750114,4.291817861,2.579753933
Ga0401699_0138037_208_2241,1311.574359,802.473803,53.64772327,33.53680113
Ga0401699_0138285_177_2318,6.791323541,16.17890732,0,2.579753933
Ga0401699_0138446_669_2324,23.76963239,24.80765789,0.715302977,2.579753933
Ga0401699_0138641_1565_2056,35.65444859,75.50156749,323.3169456,290.6522764
Ga0401699_0138641_2117_2419,29.71204049,48.53672196,121.6015061,132.4273685
Ga0401699_0138738_1628_1990,4.244577213,5.392969106,51.50181434,57.6145045
Ga0401699_0138738_28_339,5.942408098,22.65047025,57.93954113,59.33434045
Ga0401699_0138738_308_874,42.44577213,17.25750114,163.0890787,198.6410528
Ga0401699_0138999_88_2244,29.71204049,30.20062699,4.291817861,0
Ga0401699_0140105_134_2374,24.61854784,11.86453203,0,0
Ga0401699_0140579_70_1842,32.25878682,23.72906407,0,0.859917978
Ga0401699_0140980_44_2302,16.97830885,4.314375285,0.715302977,0
Ga0401699_0141600_34_2436,63.6686582,34.51500228,2.861211908,1.719835955
Ga0401699_0142472_297_2237,1389.67458,1010.64241,52.21711731,61.05417641
Ga0401699_0143001_56_2152,407.4794125,266.4126738,0,0
Ga0401699_0143792_83_2119,69.6110663,69.03000456,12.16015061,11.17893371
Ga0401699_0143915_211_2358,100.1720222,102.466413,2.861211908,0
Ga0401699_0144189_13_2223,10.18698531,5.392969106,0,0
Ga0401699_0144268_7_2310,23.76963239,16.17890732,0,0
Ga0401699_0144681_179_2350,67.06431997,88.44469334,18.5978774,15.4785236
Ga0401699_0145018_404_805,290.3290814,193.068294,817.5913026,1361.250159
Ga0401699_0145190_1_2343,11.8848162,21.57187642,0,0
Ga0401699_0145584_489_2366,0,1.078593821,2.861211908,0
Ga0401699_0146518_3_2201,3.39566177,4.314375285,0,0
Ga0401699_0147295_109_2394,31.40987138,32.35781464,7.153029769,4.299589888
Ga0401699_0147423_1_2391,99.32310679,138.0600091,24.32030121,7.739261798
Ga0401699_0147662_373_1755,33.9566177,20.4932826,48.64060243,24.93762135
Ga0401699_0148032_454_2172,169.7830885,204.932826,242.4877092,275.1737528
Ga0401699_0148275_46_2382,112.0568384,66.87281692,1.430605954,0.859917978
Ga0401699_0148377_44_2242,3.39566177,4.314375285,158.7972609,245.9365416
Ga0401699_0148673_32_2197,33.9566177,26.96484553,0.715302977,0
Ga0401699_0148775_70_1971,42.44577213,55.00828488,138.7687775,245.0766236
Ga0401699_0148892_18_2189,6.791323541,9.707344391,0,1.719835955
Ga0401699_0148975_2_2284,10.18698531,4.314375285,0,0
Ga0401699_0149069_352_2364,16.12939341,5.392969106,0,0
Ga0401699_0149304_582_836,34.80553315,59.32266017,227.4663467,96.31081349
Ga0401699_0149449_369_2210,10.18698531,3.235781464,57.22423815,114.369091
Ga0401699_0149773_21_2375,28.86312505,24.80765789,1.430605954,0.859917978
Ga0401699_0149835_246_2240,245.3365629,204.932826,20.74378633,24.93762135
Ga0401699_0150089_19_2106,5.093492656,23.72906407,0,0
Ga0401699_0150532_1876_2133,61.97082731,56.0868787,2.145908931,2.579753933
Ga0401699_0150532_3_1838,26.31637872,32.35781464,1.430605954,0
Ga0401699_0150689_195_2264,17.8272243,34.51500228,4.291817861,6.879343821
Ga0401699_0153179_1576_2130,16.12939341,43.14375285,15.02136251,10.31901573
Ga0401699_0153931_176_2092,8.489154426,7.550156749,9.2989387,14.61860562
Ga0401699_0153959_9_1043,546.701545,984.7561588,10.01424168,11.17893371
Ga0401699_0154597_36_2069,29.71204049,35.5935961,0.715302977,2.579753933
Ga0401699_0155196_397_675,16.12939341,11.86453203,7.153029769,1.719835955
Ga0401699_0155409_362_2269,22.92071695,24.80765789,10.72954465,12.89876966
Ga0401699_0157800_40_2244,29.71204049,44.22234667,1.430605954,0
Ga0401699_0158524_54_1202,72.15781262,65.7942231,11.44484763,6.879343821
Ga0401699_0158958_111_2276,2555.235482,670.8853568,19.31318038,15.4785236
Ga0401699_0160063_113_2098,56.02841921,47.45812813,2.861211908,1.719835955
Ga0401699_0160068_32_1840,32.25878682,28.04343935,0.715302977,5.159507865
Ga0401699_0160132_64_2025,12.73373164,15.1003135,0,0
Ga0401699_0160422_1415_2308,9.338069869,11.86453203,42.91817861,34.3967191
Ga0401699_0161024_1352_1897,39.05011036,36.67218992,121.6015061,141.8864663
Ga0401699_0161024_2030_2305,39.05011036,67.95141074,194.5624097,192.621627
Ga0401699_0161523_48_2162,5.093492656,11.86453203,0,0
Ga0401699_0161525_351_929,6.791323541,11.86453203,0,0
Ga0401699_0161525_983_2146,28.01420961,42.06515903,0,0.859917978
Ga0401699_0161693_289_2250,8.489154426,5.392969106,0.715302977,0.859917978
Ga0401699_0161718_74_1282,207.9842834,280.4343935,7.153029769,14.61860562
Ga0401699_0162138_152_2269,11.8848162,16.17890732,0,0
Ga0401699_0162456_137_2107,0.848915443,4.314375285,0,0
Ga0401699_0164096_1_2286,28.01420961,11.86453203,3.576514884,6.019425843
Ga0401699_0164814_506_2251,5.093492656,19.41468878,0.715302977,0
Ga0401699_0165170_236_2233,90.83395236,46.37953431,2.145908931,6.019425843
Ga0401699_0165453_106_1344,46.69034934,32.35781464,4.291817861,0.859917978
Ga0401699_0167321_363_1427,13.58264708,30.20062699,106.5801436,119.5285989
Ga0401699_0167561_1276_1470,120.5459929,410.9442459,175.2492293,185.7422832
Ga0401699_0167656_106_2265,30.56095593,21.57187642,0,0
Ga0401699_0167890_2_2179,65.36648908,35.5935961,0.715302977,0
Ga0401699_0168784_71_835,22.07180151,37.75078374,138.7687775,136.7269584
Ga0401699_0169769_105_2252,341.2640079,209.2472013,1.430605954,5.159507865
Ga0401699_0170250_436_2142,7.640238984,10.78593821,1.430605954,0
Ga0401699_0170856_39_2192,16.97830885,23.72906407,0,0
Ga0401699_0171089_309_2171,7.640238984,45.30094049,0,0
Ga0401699_0171345_2_2128,9.338069869,11.86453203,0.715302977,0
Ga0401699_0171802_42_2198,167.2363422,74.42297367,5.007120838,2.579753933
Ga0401699_0172211_7_2241,39.8990258,11.86453203,0.715302977,3.43967191
Ga0401699_0172222_1_2133,22.92071695,19.41468878,0,0
Ga0401699_0173952_355_825,39.05011036,19.41468878,87.98226616,120.3885169
Ga0401699_0173952_889_1431,55.17950377,55.00828488,148.7830192,189.1819551
Ga0401699_0174161_26_2164,74.70455895,49.61531578,0.715302977,3.43967191
Ga0401699_0174259_454_2229,6.791323541,69.03000456,0,0
Ga0401699_0174494_3_2045,36.50336403,31.27922082,0,0
Ga0401699_0174632_1_429,33.10770226,36.67218992,0,0
Ga0401699_0175057_73_2151,18.67613974,32.35781464,83.6904483,79.97237192
Ga0401699_0175230_1_2088,6.791323541,3.235781464,84.40575127,61.05417641
Ga0401699_0175463_201_2222,12.73373164,7.550156749,10.01424168,3.43967191
Ga0401699_0176017_105_2102,145.1645407,210.3257951,9.2989387,2.579753933
Ga0401699_0176257_149_2218,258.0702946,127.2740709,0,4.299589888
Ga0401699_0176949_67_294,46.69034934,66.87281692,140.1993835,164.2443337
Ga0401699_0177617_124_2022,22.07180151,3.235781464,0,0
Ga0401699_0178283_55_2208,19.52505518,4.314375285,0,0
Ga0401699_0179123_1126_1542,13.58264708,16.17890732,151.6442311,125.5480247
Ga0401699_0179123_618_872,5.942408098,6.471562927,72.24560067,62.77401236
Ga0401699_0179489_525_2177,5.942408098,5.392969106,0,0
Ga0401699_0180241_23_976,6.791323541,2.157187642,75.10681257,33.53680113
Ga0401699_0180304_840_1274,22.07180151,23.72906407,57.22423815,58.47442248
Ga0401699_0180316_2_2191,108.6611767,36.67218992,0,0
Ga0401699_0180536_3_2021,27.16529416,20.4932826,0,2.579753933
Ga0401699_0181482_297_2126,631.5930893,374.272056,5.007120838,4.299589888
Ga0401699_0181941_3_1943,32.25878682,34.51500228,36.48045182,66.21368427
Ga0401699_0183112_569_745,34.80553315,48.53672196,11.44484763,6.019425843
Ga0401699_0183969_3_2180,38.20119492,100.3092254,2.145908931,0
Ga0401699_0184110_1342_1833,50.93492656,64.71562927,149.4983222,67.93352023
Ga0401699_0184160_2_2092,5.093492656,6.471562927,0,0
Ga0401699_0184167_51_1841,53.48167289,56.0868787,5.722423815,0.859917978
Ga0401699_0184940_77_2113,98.47419134,69.03000456,24.32030121,14.61860562
Ga0401699_0185637_99_2114,138.3732171,99.23063155,1.430605954,0.859917978
Ga0401699_0185900_735_2063,184.214651,193.068294,23.60499824,16.33844157
Ga0401699_0186778_1519_1866,6.791323541,12.94312585,69.38438876,86.85171574
Ga0401699_0186778_393_1016,22.07180151,32.35781464,154.505443,171.9835955
Ga0401699_0187017_35_2164,16.12939341,11.86453203,0,0
Ga0401699_0188052_1141_1716,14.43156252,39.90797139,50.07120838,123.8281888
Ga0401699_0188933_213_2156,21.22288607,34.51500228,2.145908931,0
Ga0401699_0189476_373_2097,26.31637872,15.1003135,0,0
Ga0401699_0190006_1517_2014,1944.865279,1651.32714,368.3810331,550.3475057
Ga0401699_0190098_22_2148,58.57516554,43.14375285,2.145908931,0
Ga0401699_0190198_1054_2073,21.22288607,20.4932826,3.576514884,3.43967191
Ga0401699_0190733_8_1999,48.38818023,24.80765789,0.715302977,4.299589888
Ga0401699_0190806_24_2015,11.03590075,3.235781464,0,0
Ga0401699_0192108_78_1898,31.40987138,39.90797139,0,0.859917978
Ga0401699_0192303_52_1710,7.640238984,12.94312585,0,0
Ga0401699_0192453_3_2096,63.6686582,30.20062699,0,0
Ga0401699_0192701_655_1347,22.07180151,7.550156749,0,0
Ga0401699_0192727_17_2137,73.00672807,36.67218992,0.715302977,0.859917978
Ga0401699_0193208_1_945,55.17950377,32.35781464,7.868332746,11.17893371
Ga0401699_0193243_58_2073,43.29468757,36.67218992,0,0
Ga0401699_0193362_168_2135,0,0,0,0
Ga0401699_0193832_2_1534,34.80553315,6.471562927,0,0
Ga0401699_0195520_1_2010,201.1929599,264.2554862,19.31318038,6.879343821
Ga0401699_0196643_1148_1990,57.7262501,55.00828488,4.291817861,2.579753933
Ga0401699_0196899_258_1811,11.03590075,8.62875057,0,1.719835955
Ga0401699_0197148_106_2094,57.7262501,56.0868787,9.2989387,7.739261798
Ga0401699_0198124_997_2088,5.942408098,12.94312585,0,0
Ga0401699_0198612_991_2109,16.97830885,8.62875057,0.715302977,0
Ga0401699_0200435_588_1271,6.791323541,3.235781464,52.21711731,61.91409439
Ga0401699_0200808_37_2040,2.546746328,8.62875057,0,0
Ga0401699_0200875_124_2100,15.28047797,12.94312585,2.145908931,0.859917978
Ga0401699_0200920_71_1921,12.73373164,11.86453203,0.715302977,0.859917978
Ga0401699_0201847_308_1999,152.8047797,59.32266017,2.145908931,0
Ga0401699_0201900_1302_1724,826.8436411,647.1562927,373.3881539,222.7187562
Ga0401699_0201969_71_2095,15.28047797,16.17890732,0,0
Ga0401699_0202150_1446_1799,0.848915443,6.471562927,0.715302977,0.859917978
Ga0401699_0202458_465_902,9.338069869,36.67218992,58.65484411,30.95704719
Ga0401699_0202844_24_2027,66.21540452,56.0868787,0.715302977,0.859917978
Ga0401699_0203017_1_2001,106.1144303,70.10859838,9.2989387,10.31901573
Ga0401699_0203228_2_2089,134.1286399,154.2389164,15.73666549,36.97647304
Ga0401699_0204261_1_2073,19.52505518,26.96484553,72.24560067,182.3026112
Ga0401699_0204623_70_2061,11.8848162,9.707344391,0,0
Ga0401699_0204942_206_1468,5.093492656,53.92969106,57.22423815,595.9231585
Ga0401699_0205981_1608_1910,10.18698531,35.5935961,130.1851418,130.7075326
Ga0401699_0205981_700_1182,14.43156252,46.37953431,63.66196494,71.37319214
Ga0401699_0206216_3_2072,28.86312505,35.5935961,3.576514884,3.43967191
Ga0401699_0208328_18_1991,21.22288607,10.78593821,0,0
Ga0401699_0208858_2_2050,24.61854784,32.35781464,6.437726792,5.159507865
Ga0401699_0208945_1_2001,5.942408098,14.02171968,0,0
Ga0401699_0209858_51_1688,22.07180151,19.41468878,1.430605954,0
Ga0401699_0209868_29_2059,24.61854784,14.02171968,0,0
Ga0401699_0212568_117_1271,42.44577213,35.5935961,10.72954465,8.599179776
Ga0401699_0213244_1_2046,39.8990258,28.04343935,0,0
Ga0401699_0213786_788_994,964.3679428,824.0456794,2438.467848,3251.349873
Ga0401699_0213999_51_1736,0,0,0,0
Ga0401699_0215806_215_1696,98.47419134,70.10859838,2.861211908,3.43967191
Ga0401699_0216831_3_1853,464.3567471,506.939096,299.7119473,324.1890775
Ga0401699_0217676_382_1938,4.244577213,10.78593821,0,0
Ga0401699_0217883_1_1962,207.135368,121.8811018,15.02136251,27.51737528
Ga0401699_0218186_14_1855,88.28720603,93.83766245,2.145908931,4.299589888
Ga0401699_0218348_374_1891,39.05011036,35.5935961,52.21711731,73.09302809
Ga0401699_0218494_1683_2024,77.25130528,56.0868787,4.291817861,2.579753933
Ga0401699_0219492_1103_1930,11.8848162,9.707344391,99.42711379,128.1277787
Ga0401699_0219492_786_1064,5.942408098,5.392969106,60.80075304,55.03475057
Ga0401699_0219749_32_1690,13.58264708,16.17890732,0,0
Ga0401699_0220390_389_1783,78.10022072,42.06515903,0,2.579753933
Ga0401699_0221009_3_2006,21.22288607,8.62875057,0,0
Ga0401699_0221309_88_1785,1.697830885,6.471562927,0,0
Ga0401699_0222273_54_473,463.5078317,526.3537848,497.8508719,677.6153663
Ga0401699_0223086_222_878,47.53926479,31.27922082,0,0
Ga0401699_0223234_222_1988,270.8040262,173.6536052,4.291817861,2.579753933
Ga0401699_0223463_3_1781,62.81974275,28.04343935,2.145908931,2.579753933
Ga0401699_0225165_511_1806,3.39566177,4.314375285,0,0
Ga0401699_0225864_361_1839,96.77636046,166.1034485,2.145908931,8.599179776
Ga0401699_0226677_22_1728,15.28047797,15.1003135,5.722423815,3.43967191
Ga0401699_0227106_188_1963,32.25878682,17.25750114,0,0.859917978
Ga0401699_0227733_861_1973,95.07852957,84.13031806,120.8862031,144.4662202
Ga0401699_0228013_985_1692,186.7613974,196.3040755,104.4342346,79.97237192
Ga0401699_0228244_32_1135,496.6155339,571.6547253,24.32030121,17.19835955
Ga0401699_0229012_1437_1562,146.8623716,281.5129873,42.20287564,37.83639101
Ga0401699_0229012_52_453,33.9566177,33.43640846,13.59075656,9.459097753
Ga0401699_0229012_672_968,339.566177,661.1780124,75.82211555,40.41614495
Ga0401699_0230119_166_1221,431.2490449,563.0259747,318.3098247,231.317936
Ga0401699_0230826_220_1878,2.546746328,4.314375285,0,0
Ga0401699_0230942_394_1974,7.640238984,11.86453203,1071.523859,140.1666303
Ga0401699_0231055_325_1941,28.01420961,24.80765789,2.861211908,2.579753933
Ga0401699_0231316_439_1974,4.244577213,9.707344391,73.67620662,134.1472045
Ga0401699_0231424_33_1973,179.1211584,227.5832963,19.31318038,12.89876966
Ga0401699_0231486_125_1972,164.6895959,42.06515903,0.715302977,1.719835955
Ga0401699_0233575_6_803,567.0755157,496.1531578,7.868332746,12.89876966
Ga0401699_0233643_55_1863,0.848915443,1.078593821,0,0
Ga0401699_0234552_1_1596,67.91323541,144.531572,187.4093799,166.8240877
Ga0401699_0234552_1778_1909,54.33058833,86.2875057,130.9004448,152.205482
Ga0401699_0234604_858_1961,136.6753863,163.9462608,115.1637793,104.9099933
Ga0401699_0234731_1144_1935,28.86312505,14.02171968,0.715302977,0.859917978
Ga0401699_0234822_13_1389,410.0261588,554.3972241,78.68332746,51.59507865
Ga0401699_0235171_801_1493,14.43156252,14.02171968,55.7936322,51.59507865
Ga0401699_0235512_38_1957,21.22288607,7.550156749,0,0
Ga0401699_0235750_2_1957,311.5519674,145.6101659,14.30605954,21.49794944
Ga0401699_0236521_1399_1956,320.8900373,549.004255,892.6981152,1055.979276
Ga0401699_0236732_58_1455,162.1428495,146.6887597,25.75090717,36.97647304
Ga0401699_0237825_100_1542,22.07180151,8.62875057,0,0
Ga0401699_0238176_3_1913,39.05011036,23.72906407,1.430605954,1.719835955
Ga0401699_0239177_1_1944,6.791323541,11.86453203,16.45196847,16.33844157
Ga0401699_0239416_170_1918,14.43156252,18.33609496,0,0.859917978
Ga0401699_0240132_1_894,121.3949083,69.03000456,33.61923991,29.23721124
Ga0401699_0240871_19_228,82.34479793,66.87281692,205.2919544,170.2637596
Ga0401699_0240881_5_1255,381.1630337,531.7467539,19.31318038,23.21778539
Ga0401699_0241266_1_1368,28.01420961,66.87281692,95.8505989,124.6881067
Ga0401699_0242130_53_1933,61.12191187,7.550156749,0,0
Ga0401699_0242681_459_1346,71.30889718,45.30094049,25.03560419,12.89876966
Ga0401699_0242820_215_334,21.22288607,11.86453203,52.93242029,49.01532472
Ga0401699_0242820_399_1814,16.12939341,16.17890732,57.22423815,82.55212585
Ga0401699_0243047_2_1696,24.61854784,26.96484553,0,0
Ga0401699_0243386_121_1605,28.86312505,51.77250342,538.6231416,460.056118
Ga0401699_0243876_53_1927,62.81974275,15.1003135,0,0
Ga0401699_0244122_145_1536,35.65444859,35.5935961,5.722423815,0.859917978
Ga0401699_0244755_1_1926,189.3081437,115.4095389,5.007120838,0.859917978
Ga0401699_0245865_132_1583,24.61854784,15.1003135,1.430605954,2.579753933
Ga0401699_0245990_396_1430,246.1854784,225.4261086,25.03560419,27.51737528
Ga0401699_0246766_3_1916,31.40987138,20.4932826,2.861211908,0
Ga0401699_0248687_68_1372,76.40238984,59.32266017,0,1.719835955
Ga0401699_0251227_61_1869,106.1144303,83.05172424,2.145908931,2.579753933
Ga0401699_0253352_3_1850,112.0568384,43.14375285,0.715302977,0
Ga0401699_0253392_56_1801,302.2138976,244.8407974,32.90393694,16.33844157
Ga0401699_0255821_75_1583,28.86312505,26.96484553,0.715302977,0
Ga0401699_0256068_144_1844,3.39566177,5.392969106,0.715302977,0
Ga0401699_0256713_85_1872,8.489154426,8.62875057,0,0
Ga0401699_0257129_284_775,28.01420961,43.14375285,144.4912013,85.99179776
Ga0401699_0257129_979_1407,30.56095593,28.04343935,80.82923639,56.75458652
Ga0401699_0258192_195_1769,9.338069869,3.235781464,0,0
Ga0401699_0258489_249_1298,29.71204049,5.392969106,0.715302977,2.579753933
Ga0401699_0258908_125_1810,11.8848162,6.471562927,128.7545358,181.4426933
Ga0401699_0259492_137_1315,32.25878682,31.27922082,6.437726792,5.159507865
Ga0401699_0259826_77_1756,13.58264708,9.707344391,0,0
Ga0401699_0260260_32_751,44.99251846,33.43640846,0.715302977,0
Ga0401699_0260734_39_1523,33.9566177,42.06515903,2.861211908,3.43967191
Ga0401699_0260824_143_1705,4.244577213,5.392969106,0,0
Ga0401699_0261130_196_1854,0,3.235781464,0,0
Ga0401699_0262347_236_1657,162.991765,238.3692345,746.0610049,573.565291
Ga0401699_0263203_2_1825,31.40987138,32.35781464,2.861211908,2.579753933
Ga0401699_0263450_1_1329,347.206416,244.8407974,14.30605954,14.61860562
Ga0401699_0263479_94_1746,21.22288607,10.78593821,0,0
Ga0401699_0263995_43_1218,71.30889718,30.20062699,0,0
Ga0401699_0264609_489_1859,16.12939341,23.72906407,178.8257442,264.8547371
Ga0401699_0265148_6_1856,90.83395236,33.43640846,0,0
Ga0401699_0266362_76_1608,4.244577213,4.314375285,0,0
Ga0401699_0268268_54_1691,4.244577213,11.86453203,0.715302977,2.579753933
Ga0401699_0269594_2_1540,22.92071695,28.04343935,144.4912013,197.7811348
Ga0401699_0270380_589_1698,39.05011036,40.98656521,2.861211908,2.579753933
Ga0401699_0272042_111_1397,2138.418,1535.917601,95.8505989,126.4079427
Ga0401699_0273092_1421_1669,49.23709567,119.7239142,71.53029769,100.6104034
Ga0401699_0273716_74_1675,0.848915443,2.157187642,50.07120838,60.19425843
Ga0401699_0274440_256_1770,237.6963239,456.2451864,466.3775409,540.8884079
Ga0401699_0275299_24_536,20.37397062,18.33609496,39.34166373,46.43557079
Ga0401699_0276598_107_1822,2.546746328,5.392969106,0,0
Ga0401699_0276648_222_1517,16.12939341,4.314375285,0,0
Ga0401699_0277406_268_1698,22.92071695,30.20062699,2.145908931,0
Ga0401699_0279381_3_1814,56.87733466,31.27922082,0.715302977,2.579753933
Ga0401699_0280366_263_1768,10.18698531,15.1003135,0.715302977,2.579753933
Ga0401699_0280866_3_1598,33.10770226,49.61531578,6.437726792,2.579753933
Ga0401699_0281168_1298_1780,1255.54594,1103.401479,25.75090717,23.21778539
Ga0401699_0282293_3_1025,32.25878682,11.86453203,0,0
Ga0401699_0283255_3_1802,153.6536951,65.7942231,0.715302977,3.43967191
Ga0401699_0283490_568_1764,39.05011036,28.04343935,0,0
Ga0401699_0283599_4_1800,0,0,0,0
Ga0401699_0283708_127_1080,155.351526,265.33408,146.6371103,68.79343821
Ga0401699_0283708_1284_1505,28.01420961,71.1871922,24.32030121,10.31901573
Ga0401699_0285104_46_1482,28.01420961,31.27922082,2.861211908,0.859917978
Ga0401699_0285655_289_1758,22.92071695,23.72906407,76.53741853,107.4897472
Ga0401699_0285699_151_1758,15.28047797,19.41468878,0.715302977,0
Ga0401699_0286101_1_741,531.4210671,612.6412905,1477.81595,1910.737746
Ga0401699_0286645_318_1793,34.80553315,59.32266017,37.1957548,33.53680113
Ga0401699_0287456_53_1732,6.791323541,6.471562927,0,0
Ga0401699_0287507_52_1617,9.338069869,3.235781464,43.63348159,113.509173
Ga0401699_0287748_3_1790,472.8459015,757.1728625,1763.937141,1958.033235
Ga0401699_0290230_71_1690,3.39566177,12.94312585,0,0
Ga0401699_0290682_196_1764,15.28047797,8.62875057,71.53029769,83.41204383
